Código;Descripción corta;UdM base;Tipo;Perfil logístico
91S5VCEDPONT%NG36;PLATAFORMA CON PASADORES;UN;CALZADO;
91S5VCEDPONT%NG37;PLATAFORMA CON PASADORES;UN;CALZADO;
91S5VCEDPONT%NG38;PLATAFORMA CON PASADORES;UN;CALZADO;
91S5VCEDPONT%RJ35;PLATAFORMA CON PASADORES;UN;CALZADO;
91S5VCEDPONT%RJ37;PLATAFORMA CON PASADORES;UN;CALZADO;
91S5VCELIO%NG37;SANDALIA CON ESLABON;UN;CALZADO;
91S5VCELIO%NG38;SANDALIA CON ESLABON;UN;CALZADO;
91S5VCELIO%NG39;SANDALIA CON ESLABON;UN;CALZADO;
91S5VCELIO%RJ35;SANDALIA CON ESLABON;UN;CALZADO;
91S5VCELIO%RJ36;SANDALIA CON ESLABON;UN;CALZADO;
91S5VCELIO%RJ37;SANDALIA CON ESLABON;UN;CALZADO;
91S5VCELIO%RJ39;SANDALIA CON ESLABON;UN;CALZADO;
91S5VCENCY%NG37;PLATAFORMA FRANCISCANA;UN;CALZADO;
91S5VCEVE%NG35;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VCEVE%NG36;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VCEVE%NG37;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VCEVE%NG38;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VCEVE%NG40;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VCEXA%NG38;BOTA PUNTA CUADRADA;UN;CALZADO;
91S5VCEXA%NG39;BOTA PUNTA CUADRADA;UN;CALZADO;
91S5VCEXA%NG40;BOTA PUNTA CUADRADA;UN;CALZADO;
91S5VCFEW%EP36;PLATAFORMA CON TIRAS Y PULSERA;UN;CALZADO;
91S5VCFEW%EP37;PLATAFORMA CON TIRAS Y PULSERA;UN;CALZADO;
91S5VCFEW%EP38;PLATAFORMA CON TIRAS Y PULSERA;UN;CALZADO;
91S5VCFLIP%MB36;ZUECO CON LOGOS;UN;CALZADO;
91S5VCFLIP%NG36;ZUECO CON LOGOS;UN;CALZADO;
91S5VCGANN%ZO37;SANDALIA TIRAS FINITAS;UN;CALZADO;
91S5VCGAUN%NG35;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGAUN%NG36;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGAUN%NG37;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGAUN%NG38;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGAUN%NG40;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGAUN%RJ35;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGAUN%RJ36;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGAUN%RJ37;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGAUN%RJ38;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGAUN%RJ40;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VCGOOT%NG36;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VCGOOT%NG38;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VCGOOT%NG39;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VCIMA%NG35;SANDALIA CON TIRA RAYADA;UN;CALZADO;
91S5VCIMA%NG36;SANDALIA CON TIRA RAYADA;UN;CALZADO;
91S5VCIMA%NG37;SANDALIA CON TIRA RAYADA;UN;CALZADO;
91S5VCIMA%NG40;SANDALIA CON TIRA RAYADA;UN;CALZADO;
91S5VCIMA%OF35;SANDALIA CON TIRA RAYADA;UN;CALZADO;
91S5VCIMA%OF37;SANDALIA CON TIRA RAYADA;UN;CALZADO;
91S5VCIMA%OF38;SANDALIA CON TIRA RAYADA;UN;CALZADO;
91S5VCIMA%OF39;SANDALIA CON TIRA RAYADA;UN;CALZADO;
91S5VCIMA%OF40;SANDALIA CON TIRA RAYADA;UN;CALZADO;
91S5VCJANY%NG37;SANDALIA DE CUERO Y RAFIA;UN;CALZADO;
91S5VCJANY%NG38;SANDALIA DE CUERO Y RAFIA;UN;CALZADO;
91S5VCJANY%NG39;SANDALIA DE CUERO Y RAFIA;UN;CALZADO;
91S5VCKIPPER%NG37;SANDALIA SKIPPY;UN;CALZADO;
91S5VCKIPPER%NG38;SANDALIA SKIPPY;UN;CALZADO;
91S5VCKIPPER%OF36;SANDALIA SKIPPY;UN;CALZADO;
91S5VCKIPPER%OF37;SANDALIA SKIPPY;UN;CALZADO;
91S5VCKIPPER%OF38;SANDALIA SKIPPY;UN;CALZADO;
91S5VCKIPPER%RJ37;SANDALIA SKIPPY;UN;CALZADO;
91S5VCKIPPER%RJ38;SANDALIA SKIPPY;UN;CALZADO;
91S5VCKISSA%NG37;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VCKRUSE%NG40;PLATAFORMA CON HEBILLA;UN;CALZADO;
91S5VCLERY%NG38;BIRK CON BASE CUADRADA;UN;CALZADO;
91S5VCLERY%NG39;BIRK CON BASE CUADRADA;UN;CALZADO;
91S5VCLESS%NG38;PLATAFORMA CON TIRA SARKANY;UN;CALZADO;
91S5VCLETU%NG38;BOTA CUADRADA ATELIER;UN;CALZADO;
91S5VCLIT%NG39;CHATA EN PUNTA;UN;CALZADO;
91S5VCLIT%NG40;CHATA EN PUNTA;UN;CALZADO;
91S5VCLORI%NG36;BOTA TEXANA VOLCADA;UN;CALZADO;
91S5VCLORI%NG38;BOTA TEXANA VOLCADA;UN;CALZADO;
91S5VCMARC%NG36;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VCMARC%NG38;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VCMEL%NG37;PLATAFORMA CON FAJA;UN;CALZADO;
91S5VCMEL%NG39;PLATAFORMA CON FAJA;UN;CALZADO;
91S5VCMIND%MB35;BOTA CALCE DIRECTO;UN;CALZADO;
91S5VCMIND%NG35;BOTA CALCE DIRECTO;UN;CALZADO;
91S5VCMIND%NG36;BOTA CALCE DIRECTO;UN;CALZADO;
91S5VCMIND%NG40;BOTA CALCE DIRECTO;UN;CALZADO;
91S5VCMIPA%MB39;CHATA CON TACHAS;UN;CALZADO;
91S5VCMIPA%NG35;CHATA CON TACHAS;UN;CALZADO;
91S5VCNEKK%NG36;SANDALIA CON TACHAS EN TIRAS;UN;CALZADO;
91S5VCNEKK%NG37;SANDALIA CON TACHAS EN TIRAS;UN;CALZADO;
91S5VCNEKK%NG40;SANDALIA CON TACHAS EN TIRAS;UN;CALZADO;
91S5VCNEZ%NG37;PLATAFORMA TIPO BIRK;UN;CALZADO;
91S5VCNEZ%NG38;PLATAFORMA TIPO BIRK;UN;CALZADO;
91S5VCNEZ%NG39;PLATAFORMA TIPO BIRK;UN;CALZADO;
91S5VCNEZ%XU37;PLATAFORMA TIPO BIRK;UN;CALZADO;
91S5VCNEZ%XU38;PLATAFORMA TIPO BIRK;UN;CALZADO;
91S5VCNEZ%XU39;PLATAFORMA TIPO BIRK;UN;CALZADO;
91S5VCNEZ%XU40;PLATAFORMA TIPO BIRK;UN;CALZADO;
91S5VCNOLL%NG36;BOTINETA OJOTA;UN;CALZADO;
91S5VCNOLL%NG37;BOTINETA OJOTA;UN;CALZADO;
91S5VCNOLL%NG38;BOTINETA OJOTA;UN;CALZADO;
91S5VCOMIR%CQ36;PLATAFORMA TIPO SKIPPY;UN;CALZADO;
91S5VCPRIDE%NG36;SANDALIA CON TACHAS;UN;CALZADO;
91S5VCPUEST%NG37;SANDALIA CON TIRAS Y PASADORES;UN;CALZADO;
91S5VCPUEST%NG39;SANDALIA CON TIRAS Y PASADORES;UN;CALZADO;
91S5VCQUIO%NG36;SANDALIA CON LOGO;UN;CALZADO;
91S5VCQUIO%NG39;SANDALIA CON LOGO;UN;CALZADO;
91S5VCQUIO%OF35;SANDALIA CON LOGO;UN;CALZADO;
91S5VCQUIO%OF36;SANDALIA CON LOGO;UN;CALZADO;
91S5VCQUIO%OF38;SANDALIA CON LOGO;UN;CALZADO;
91S5VCQUIO%OF39;SANDALIA CON LOGO;UN;CALZADO;
91S5VCQUIO%OF40;SANDALIA CON LOGO;UN;CALZADO;
91S5VCRIBILL%OF36;BIRK CON RIBETE;UN;CALZADO;
91S5VCRIBILL%OF40;BIRK CON RIBETE;UN;CALZADO;
91S5VCROLAN%NG35;BIRK CON DOBLE LOGO;UN;CALZADO;
91S5VCROLAN%NG38;BIRK CON DOBLE LOGO;UN;CALZADO;
91S5VCROOP%NG36;BOTINETA CALCE DIRECTO;UN;CALZADO;
91S5VCROOP%NG39;BOTINETA CALCE DIRECTO;UN;CALZADO;
91S5VCROOP%NG40;BOTINETA CALCE DIRECTO;UN;CALZADO;
91S5VCRYAN%NG37;PLATAFORMA TIPO FRANCISCANA;UN;CALZADO;
91S5VCRYAN%NG39;PLATAFORMA TIPO FRANCISCANA;UN;CALZADO;
91S5VCSHAUN%OF39;SANDALIA CON HEBILLAS;UN;CALZADO;
91S5VCSHAUN%RJ39;SANDALIA CON HEBILLAS;UN;CALZADO;
91S5VCSUFI%GR35;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%GR36;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%GR37;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%GR38;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%GR39;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%GR40;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%NG35;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%NG37;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%NG38;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%NG39;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%NG40;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%OF36;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%OF37;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%OF38;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%OF39;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%OF40;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%RJ36;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%RJ38;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUFI%RJ40;FAJA CON SARKANY;UN;CALZADO;
91S5VCSUKA%NG37;PLATAFORMA CON TORZADA;UN;CALZADO;
91S5VCTALK%MB36;SANDALIA CON TIRAS CRUZADAS Y HEBILLA;UN;CALZADO;
91S5VCTALK%MB37;SANDALIA CON TIRAS CRUZADAS Y HEBILLA;UN;CALZADO;
91S5VCTALK%MB38;SANDALIA CON TIRAS CRUZADAS Y HEBILLA;UN;CALZADO;
91S5VCTALK%MB39;SANDALIA CON TIRAS CRUZADAS Y HEBILLA;UN;CALZADO;
91S5VCTALK%NG37;SANDALIA CON TIRAS CRUZADAS Y HEBILLA;UN;CALZADO;
91S5VCTANTE%ZO36;PLATAFORMA DE PRINT;UN;CALZADO;
91S5VCTANTE%ZO37;PLATAFORMA DE PRINT;UN;CALZADO;
91S5VCTANTE%ZO38;PLATAFORMA DE PRINT;UN;CALZADO;
91S5VCTANTE%ZO39;PLATAFORMA DE PRINT;UN;CALZADO;
91S5VCTERA%ZO36;PLATAFORMA ANIMAL PRINT;UN;CALZADO;
91S5VCTERA%ZO39;PLATAFORMA ANIMAL PRINT;UN;CALZADO;
91S5VCTERA%ZO40;PLATAFORMA ANIMAL PRINT;UN;CALZADO;
91S5VCTHESE%OF35;SANDALIAS CON PASADORES;UN;CALZADO;
91S5VCTHESE%OF40;SANDALIAS CON PASADORES;UN;CALZADO;
91S5VCTIR%KL38;OJOTA DE RAFIA;UN;CALZADO;
91S5VCTIR%RJ35;OJOTA DE RAFIA;UN;CALZADO;
91S5VCTIR%RJ36;OJOTA DE RAFIA;UN;CALZADO;
91S5VCTIR%RJ38;OJOTA DE RAFIA;UN;CALZADO;
91S5VCTIR%RJ39;OJOTA DE RAFIA;UN;CALZADO;
91S5VCTRENA%NG39;BOTA EN PUNTA;UN;CALZADO;
91S5VCVAMPI%NG35;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%NG36;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%NG37;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%NG38;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%NG39;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%NG40;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%ZO35;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%ZO36;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%ZO37;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%ZO38;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%ZO39;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVAMPI%ZO40;SLIPPER CON TALON PARA PISAR;UN;CALZADO;
91S5VCVEZZ%NG35;PLATAFORMA CON TIRAS SIMIL ABROJO;UN;CALZADO;
91S5VCVEZZ%NG38;PLATAFORMA CON TIRAS SIMIL ABROJO;UN;CALZADO;
91S5VCVEZZ%NG39;PLATAFORMA CON TIRAS SIMIL ABROJO;UN;CALZADO;
91S5VCVEZZ%OF38;PLATAFORMA CON TIRAS SIMIL ABROJO;UN;CALZADO;
91S5VCVIK%NG37;MOCASIN CON ANTIFAZ;UN;CALZADO;
91S5VCWANNA%KL35;SLIPPER CON PUNTERA;UN;CALZADO;
91S5VCWANNA%KL38;SLIPPER CON PUNTERA;UN;CALZADO;
91S5VCWANNA%KL39;SLIPPER CON PUNTERA;UN;CALZADO;
91S5VCWANNA%NG35;SLIPPER CON PUNTERA;UN;CALZADO;
91S5VCWANNA%NG38;SLIPPER CON PUNTERA;UN;CALZADO;
91S5VCWANNA%NG39;SLIPPER CON PUNTERA;UN;CALZADO;
91S5VCWANT%MB35;SANDALIA CON TIRA HEBILLA Y PULSERA;UN;CALZADO;
91S5VCWANT%MB36;SANDALIA CON TIRA HEBILLA Y PULSERA;UN;CALZADO;
91S5VCWANT%NG37;SANDALIA CON TIRA HEBILLA Y PULSERA;UN;CALZADO;
91S5VCWANT%NG38;SANDALIA CON TIRA HEBILLA Y PULSERA;UN;CALZADO;
91S5VCWINDY%OF35;SANDALIA CON LOGO;UN;CALZADO;
91S5VCWINDY%OF39;SANDALIA CON LOGO;UN;CALZADO;
91S5VCWINDY%RJ35;SANDALIA CON LOGO;UN;CALZADO;
91S5VCWINDY%RJ38;SANDALIA CON LOGO;UN;CALZADO;
91S5VCWIX%NG40;PLATAFORMA CON DOS HEBILLAS;UN;CALZADO;
91S5VCYEN%NG36;SANDALIA CON STRASS;UN;CALZADO;
91S5VCYEN%NG37;SANDALIA CON STRASS;UN;CALZADO;
91S5VCYEN%NG38;SANDALIA CON STRASS;UN;CALZADO;
91S5VCYEN%NG39;SANDALIA CON STRASS;UN;CALZADO;
91S5VGANCA%EP35;SANDALIA CON TACO ACRILICO;UN;CALZADO;
91S5VGANCA%EP36;SANDALIA CON TACO ACRILICO;UN;CALZADO;
91S5VGANCA%EP37;SANDALIA CON TACO ACRILICO;UN;CALZADO;
91S5VGANCA%EP38;SANDALIA CON TACO ACRILICO;UN;CALZADO;
91S5VGANCA%EP39;SANDALIA CON TACO ACRILICO;UN;CALZADO;
91S5VGANCA%EP40;SANDALIA CON TACO ACRILICO;UN;CALZADO;
91S5VGBAIL%AR36;CHATA CON ANILLO;UN;CALZADO;
91S5VGBAIL%AR37;CHATA CON ANILLO;UN;CALZADO;
91S5VGBAIL%AR38;CHATA CON ANILLO;UN;CALZADO;
91S5VGBAIL%AR39;CHATA CON ANILLO;UN;CALZADO;
91S5VGELIXE%AR39;SANDALIA CON PASADORES;UN;CALZADO;
91S5VGEVE%AR36;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VGEVE%AR37;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VGEVE%AR38;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VGEVE%AR39;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VGFIF%NG36;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGFIF%NG37;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGFIF%NG38;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGFIF%NG39;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGFIF%NG40;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGFIF%XU36;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGFIF%XU37;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGFIF%XU38;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGFIF%XU39;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGFIF%XU40;PLATAFORMA CON GANCHO;UN;CALZADO;
91S5VGHEBBE%AR36;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VGHEBBE%AR37;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VGHEBBE%AR39;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VGHEBBE%AR40;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VGMIVO%AR36;SLIPPER CON HEBILLA;UN;CALZADO;
91S5VGMIVO%AR37;SLIPPER CON HEBILLA;UN;CALZADO;
91S5VGROLAN%AR35;BIRK CON DOBLE LOGO;UN;CALZADO;
91S5VGROLAN%AR36;BIRK CON DOBLE LOGO;UN;CALZADO;
91S5VGROLAN%AR38;BIRK CON DOBLE LOGO;UN;CALZADO;
91S5VGSUKA%AR37;PLATAFORMA CON TORZADA;UN;CALZADO;
91S5VGYEN%EP36;SANDALIA CON STRASS;UN;CALZADO;
91S5VGYEN%EP37;SANDALIA CON STRASS;UN;CALZADO;
91S5VGYEN%EP39;SANDALIA CON STRASS;UN;CALZADO;
91S5VGYEN%EP40;SANDALIA CON STRASS;UN;CALZADO;
91S5VIDIZZY%AR37;PLATAFORMA INYECTADA;UN;CALZADO;
91S5VIDIZZY%NG36;PLATAFORMA INYECTADA;UN;CALZADO;
91S5VIDIZZY%NG38;PLATAFORMA INYECTADA;UN;CALZADO;
91S5VIDIZZY%NG39;PLATAFORMA INYECTADA;UN;CALZADO;
91S5VIIT%OF37;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VIIT%OF38;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VIIT%OF56;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VIIT%OF90;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%AR38;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%AR90;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%KL37;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%KL38;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%NG38;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%OF37;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%OF38;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%OF56;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%OF90;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VITROF%RJ37;SANDALIA INYECTADA CON LOGO;UN;CALZADO;
91S5VKC11%NG37;MOCASIN CON HERRAJE;UN;CALZADO;
91S5VKCITY%MR35;OJOTA SIMIL CROCO;UN;CALZADO;
91S5VMELIO%OP38;SANDALIA CON ESLABON;UN;CALZADO;
91S5VMFEW%OP36;PLATAFORMA CON TIRAS Y PULSERA;UN;CALZADO;
91S5VMFEW%OP37;PLATAFORMA CON TIRAS Y PULSERA;UN;CALZADO;
91S5VMFEW%OP38;PLATAFORMA CON TIRAS Y PULSERA;UN;CALZADO;
91S5VMFEW%OP39;PLATAFORMA CON TIRAS Y PULSERA;UN;CALZADO;
91S5VMMAS%OP37;SANDALIA CON TACO PINTADO;UN;CALZADO;
91S5VMOFFIC%OP38;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VMOFFIC%OP39;BALERINA CON OJALILLOS;UN;CALZADO;
91S5VPLATI%ZO36;PLATAFORMA DE PELO;UN;CALZADO;
91S5VPLATI%ZO37;PLATAFORMA DE PELO;UN;CALZADO;
91S5VPLATI%ZO38;PLATAFORMA DE PELO;UN;CALZADO;
91S5VPLATI%ZO39;PLATAFORMA DE PELO;UN;CALZADO;
91S5VPWANNA%ZO37;SLIPPER CON PUNTERA;UN;CALZADO;
91S5VPWANNA%ZO38;SLIPPER CON PUNTERA;UN;CALZADO;
91S5VPWANNA%ZO39;SLIPPER CON PUNTERA;UN;CALZADO;
91S5VSBENGI%NG37;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSBOM%NG38;BORCEGO CON LOGO;UN;CALZADO;
91S5VSBOM%NG40;BORCEGO CON LOGO;UN;CALZADO;
91S5VSCARE%NG39;ZUECO  TRENZADO;UN;CALZADO;
91S5VSHEBBE%NG37;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSHEBBE%NG39;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSHEBBE%NG40;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSLOW%NG37;SANDALIA CON LOGO;UN;CALZADO;
91S5VSLOW%NG39;SANDALIA CON LOGO;UN;CALZADO;
91S5VSMATCHY%OF36;SANDALIA CON CUERO TRENZADO;UN;CALZADO;
91S5VSMATCHY%OF39;SANDALIA CON CUERO TRENZADO;UN;CALZADO;
91S5VSMERE%MB35;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSMERE%MB36;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSMERE%MB37;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSMERE%MB38;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSMERE%MB39;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSMERE%NG36;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSMERE%NG37;PLATAFORMA CON LOGO;UN;CALZADO;
91S5VSRING%EP37;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%EP38;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%EP40;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%MB37;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%NG35;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%NG36;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%NG37;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%NG38;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%NG39;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%NG40;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%RJ38;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSRING%RJ39;PLATAFORMA CON LOGOS;UN;CALZADO;
91S5VSTAN%MB39;SANDALIA DE TIRA FINA Y RAFIA;UN;CALZADO;
91S5VSTOPI%NG38;PLATAFORMA CON BROCHE;UN;CALZADO;
91S5VSTOPI%NG39;PLATAFORMA CON BROCHE;UN;CALZADO;
91S5VSTRADU%MB35;SANDALIA CON GANCHO;UN;CALZADO;
91S5VSTRADU%MB36;SANDALIA CON GANCHO;UN;CALZADO;
91S5VSTRADU%MB37;SANDALIA CON GANCHO;UN;CALZADO;
91S5VSTRADU%MB38;SANDALIA CON GANCHO;UN;CALZADO;
91S5VSTRADU%MB40;SANDALIA CON GANCHO;UN;CALZADO;
91S5VSTRADU%NG36;SANDALIA CON GANCHO;UN;CALZADO;
91S5VSTRADU%NG37;SANDALIA CON GANCHO;UN;CALZADO;
91S5VSYNA%FN35;OJOTA CON MARCA;UN;CALZADO;
91S5VSYNA%KL35;OJOTA CON MARCA;UN;CALZADO;
91S5VSYNA%KL36;OJOTA CON MARCA;UN;CALZADO;
91S5VSYNA%KL37;OJOTA CON MARCA;UN;CALZADO;
91S5VSYNA%KL38;OJOTA CON MARCA;UN;CALZADO;
91S5VSYNA%KL39;OJOTA CON MARCA;UN;CALZADO;
91S5VSYNA%NG37;OJOTA CON MARCA;UN;CALZADO;
91S5VSYNA%NG38;OJOTA CON MARCA;UN;CALZADO;
91S5VSYNA%RJ39;OJOTA CON MARCA;UN;CALZADO;
91S5VSYNA%RJ40;OJOTA CON MARCA;UN;CALZADO;
91S5VTCURRY%NG38;SANDALIA CON SOGA;UN;CALZADO;
91S5VTDIG%FN36;SANDALIA DE RAFIA CON RELLENO;UN;CALZADO;
91S5VTDIG%FN38;SANDALIA DE RAFIA CON RELLENO;UN;CALZADO;
91S5VTGREN%FN38;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTHALF%FN36;PLATAFORMA CON TIRAS RAYADAS;UN;CALZADO;
91S5VTHALF%FN39;PLATAFORMA CON TIRAS RAYADAS;UN;CALZADO;
91S5VTHALF%FN40;PLATAFORMA CON TIRAS RAYADAS;UN;CALZADO;
91S5VTLERY%ZO36;BIRK CON BASE CUADRADA;UN;CALZADO;
91S5VTLERY%ZO37;BIRK CON BASE CUADRADA;UN;CALZADO;
91S5VTLERY%ZO38;BIRK CON BASE CUADRADA;UN;CALZADO;
91S5VTLERY%ZO39;BIRK CON BASE CUADRADA;UN;CALZADO;
91S5VTLERY%ZO40;BIRK CON BASE CUADRADA;UN;CALZADO;
91S5VTLIT%ZO37;CHATA EN PUNTA;UN;CALZADO;
91S5VTNATE%FN38;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTNATE%FN39;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTNATE%NG37;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTRAN%FN37;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTRAN%FN38;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTRAN%NG35;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTRAN%NG36;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTRAN%NG37;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTRAN%NG38;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTRAN%NG39;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTREGY%FN35;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTREGY%FN36;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTREGY%FN38;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTREGY%FN40;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTREGY%NG37;PLATAFORMA DE RAFIA;UN;CALZADO;
91S5VTRUCH%FN36;ZUECO DE RAFIA;UN;CALZADO;
91S5VTRUCH%MR37;ZUECO DE RAFIA;UN;CALZADO;
91S5VTSEN%NG37;SANDALIA OJOTA DE CUERO Y RAFIA;UN;CALZADO;
91S5VTSEN%NG38;SANDALIA OJOTA DE CUERO Y RAFIA;UN;CALZADO;
91S5VTSEN%NG39;SANDALIA OJOTA DE CUERO Y RAFIA;UN;CALZADO;
91S5VTSEN%NG40;SANDALIA OJOTA DE CUERO Y RAFIA;UN;CALZADO;
91S5VTSEN%RJ36;SANDALIA OJOTA DE CUERO Y RAFIA;UN;CALZADO;
91S5VTSTAY%FN36;SANDALIA SKIPPY DE RAFIA;UN;CALZADO;
