Código;Descripción corta;UdM base;Tipo;Perfil logístico
1F6VCZABA%NG39;SANDALIA CON TIRAS CRUZADAS Y TACHAS;UN;CALZADO;
1F6VCZABA%NG40;SANDALIA CON TIRAS CRUZADAS Y TACHAS;UN;CALZADO;
1F6VGAPPA%VL35;SANDALIA DOBLE HEBILLA ACCESORIO CUERO;UN;CALZADO;
1F6VGAPPA%VL36;SANDALIA DOBLE HEBILLA ACCESORIO CUERO;UN;CALZADO;
1F6VGAPPA%VL39;SANDALIA DOBLE HEBILLA ACCESORIO CUERO;UN;CALZADO;
1F6VGBLEX%MB35;SANDALIA CON TACHAS;UN;CALZADO;
1F6VGBLEX%MB36;SANDALIA CON TACHAS;UN;CALZADO;
1F6VGBLEX%MB37;SANDALIA CON TACHAS;UN;CALZADO;
1F6VGBLEX%MB38;SANDALIA CON TACHAS;UN;CALZADO;
1F6VGBLEX%MB39;SANDALIA CON TACHAS;UN;CALZADO;
1F6VGBLEX%MB40;SANDALIA CON TACHAS;UN;CALZADO;
1F6VGDALI%KL35;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%KL36;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%KL37;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%KL38;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%KL39;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%KL40;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%MR35;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%MR36;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%MR37;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%MR38;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%MR39;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%MR40;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%NG35;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%NG36;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%NG37;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%NG38;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%NG39;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%NG40;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%VL35;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%VL36;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%VL37;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%VL38;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%VL39;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGDALI%VL40;SANDALIA CON ANILLO Y PULSERA;UN;CALZADO;
1F6VGERA%CQ35;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%CQ36;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%CQ37;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%CQ38;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%CQ39;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%CQ40;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%KL35;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%KL36;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%KL37;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%KL38;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%KL39;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%KL40;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%NG35;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%NG36;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%NG37;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%NG38;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%NG39;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%NG40;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%VL35;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%VL36;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%VL37;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%VL38;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%VL39;OJOTA CON FLOR;UN;CALZADO;
1F6VGERA%VL40;OJOTA CON FLOR;UN;CALZADO;
1F6VGLIOR%MR35;ZUECO CON FLECOS DESMONTABLES;UN;CALZADO;
1F6VGLIOR%MR36;ZUECO CON FLECOS DESMONTABLES;UN;CALZADO;
1F6VGLIOR%MR37;ZUECO CON FLECOS DESMONTABLES;UN;CALZADO;
1F6VGLIOR%MR38;ZUECO CON FLECOS DESMONTABLES;UN;CALZADO;
1F6VGLIOR%MR39;ZUECO CON FLECOS DESMONTABLES;UN;CALZADO;
1F6VGLIOR%MR40;ZUECO CON FLECOS DESMONTABLES;UN;CALZADO;
1F6VGSOFA%CQ35;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%CQ36;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%CQ37;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%CQ38;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%CQ39;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%CQ40;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%KL35;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%KL36;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%KL37;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%KL38;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%KL39;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%KL40;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%RS35;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%RS36;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%RS37;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%RS38;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%RS39;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGSOFA%RS40;BIRK CON VELCRO Y BORDADO;UN;CALZADO;
1F6VGTALY%AR35;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%AR36;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%AR37;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%AR38;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%AR39;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%AR40;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%CQ35;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%CQ36;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%CQ37;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%CQ38;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%CQ39;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGTALY%CQ40;SANDALIA DE TIRAS CON LOGO;UN;CALZADO;
1F6VGVIPER%CQ35;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%CQ36;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%CQ37;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%CQ38;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%CQ39;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%CQ40;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%NG35;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%NG36;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%NG37;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%NG38;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%NG39;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGVIPER%NG40;PLATAFORMA MEDIA C LOGO CAPELLADA;UN;CALZADO;
1F6VGZABA%MR35;SANDALIA CON TIRAS CRUZADAS Y TACHAS;UN;CALZADO;
1F6VGZABA%MR36;SANDALIA CON TIRAS CRUZADAS Y TACHAS;UN;CALZADO;
1F6VGZABA%MR37;SANDALIA CON TIRAS CRUZADAS Y TACHAS;UN;CALZADO;
1F6VGZABA%MR38;SANDALIA CON TIRAS CRUZADAS Y TACHAS;UN;CALZADO;
1F6VGZABA%MR39;SANDALIA CON TIRAS CRUZADAS Y TACHAS;UN;CALZADO;
1F6VGZABA%MR40;SANDALIA CON TIRAS CRUZADAS Y TACHAS;UN;CALZADO;
1F6VIDESU%CQ35;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%CQ36;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%CQ37;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%CQ38;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%CQ39;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%CQ40;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%KL35;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%KL36;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%KL37;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%KL38;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%KL39;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%KL40;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%NG35;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%NG36;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%NG37;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%NG38;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%NG39;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%NG40;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%OF35;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%OF36;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%OF37;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%OF38;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%OF39;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%OF40;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%RJ35;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%RJ36;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%RJ37;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%RJ38;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%RJ39;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIDESU%RJ40;INYECTADA CON LOGO EN CAPELLADA;UN;CALZADO;
1F6VIREEF%AC35;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%AC36;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%AC37;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%AC38;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%AC39;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%AC40;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%CQ35;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%CQ36;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%CQ37;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%CQ38;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%CQ39;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%CQ40;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%KL35;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%KL36;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%KL37;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%KL38;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%KL39;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%KL40;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%NG35;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%NG36;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%NG37;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%NG38;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%NG39;INYECTADA CON LOGO;UN;CALZADO;
1F6VIREEF%NG40;INYECTADA CON LOGO;UN;CALZADO;
1F6VIVAIL%CQ35;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%CQ36;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%CQ37;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%CQ38;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%CQ39;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%CQ40;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%NG35;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%NG36;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%NG37;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%NG38;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%NG39;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VIVAIL%NG40;INYECTADA CON FLORES ESTAMPADAS;UN;CALZADO;
1F6VPAPPA%MC35;SANDALIA DOBLE HEBILLA ACCESORIO CUERO;UN;CALZADO;
1F6VPAPPA%MC36;SANDALIA DOBLE HEBILLA ACCESORIO CUERO;UN;CALZADO;
1F6VPAPPA%MC37;SANDALIA DOBLE HEBILLA ACCESORIO CUERO;UN;CALZADO;
1F6VPAPPA%MC38;SANDALIA DOBLE HEBILLA ACCESORIO CUERO;UN;CALZADO;
1F6VPAPPA%MC39;SANDALIA DOBLE HEBILLA ACCESORIO CUERO;UN;CALZADO;
1F6VPAPPA%MC40;SANDALIA DOBLE HEBILLA ACCESORIO CUERO;UN;CALZADO;
1F6VPMELF%MC35;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%MC36;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%MC37;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%MC38;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%MC39;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%MC40;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%ZO35;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%ZO36;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%ZO37;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%ZO38;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%ZO39;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPMELF%ZO40;OJOTA CON TIRA GITANA;UN;CALZADO;
1F6VPTALIA%MC35;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%MC36;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%MC37;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%MC38;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%MC39;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%MC40;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%ZO35;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%ZO36;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%ZO37;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%ZO38;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%ZO39;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VPTALIA%ZO40;OJOTA CON HEBILLA Y PASADOR;UN;CALZADO;
1F6VRAPPA%KL35;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%KL36;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%KL37;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%KL38;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%KL39;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%KL40;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%M535;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%M536;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%M537;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%M538;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%M539;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VRAPPA%M540;SANDALIA DOBLE HEBILLA CADELA Y LOGO;UN;CALZADO;
1F6VTHITA%FN35;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%FN36;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%FN37;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%FN38;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%FN39;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%FN40;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%NG35;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%NG36;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%NG37;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%NG38;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%NG39;SANDALIA CON SOGA;UN;CALZADO;
1F6VTHITA%NG40;SANDALIA CON SOGA;UN;CALZADO;
1F6VTKAYA%FN35;SANDALIA CON LOGO BORDADO;UN;CALZADO;
1F6VTKAYA%FN36;SANDALIA CON LOGO BORDADO;UN;CALZADO;
1F6VTKAYA%FN37;SANDALIA CON LOGO BORDADO;UN;CALZADO;
1F6VTKAYA%FN38;SANDALIA CON LOGO BORDADO;UN;CALZADO;
1F6VTKAYA%FN39;SANDALIA CON LOGO BORDADO;UN;CALZADO;
1F6VTKAYA%FN40;SANDALIA CON LOGO BORDADO;UN;CALZADO;
1F8ITBILA%NG35;BOTINETA CON CIERRE INTERNO;UN;CALZADO;
1F8ITBILA%PT35;BOTINETA CON CIERRE INTERNO;UN;CALZADO;
1F8ITBILA%PT36;BOTINETA CON CIERRE INTERNO;UN;CALZADO;
1F8ITBILA%PT37;BOTINETA CON CIERRE INTERNO;UN;CALZADO;
1FATBBILLY%OP35;ZAPATILLA GLITTER;UN;CALZADO;
1FATBBILLY%OP36;ZAPATILLA GLITTER;UN;CALZADO;
1FATBBILLY%OP37;ZAPATILLA GLITTER;UN;CALZADO;
1FATBBILLY%OP38;ZAPATILLA GLITTER;UN;CALZADO;
1FATBBILLY%OP39;ZAPATILLA GLITTER;UN;CALZADO;
1FATBBILLY%OP40;ZAPATILLA GLITTER;UN;CALZADO;
1FATBGLOSS%BL35;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBGLOSS%BL36;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBGLOSS%BL37;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBGLOSS%BL38;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBGLOSS%BL39;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBGLOSS%BL40;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OP35;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OP36;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OP37;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OP38;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OP39;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OP40;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OV35;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OV36;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OV37;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OV38;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OV39;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBHOLY%OV40;ZAPATILLA CON BRILLO;UN;CALZADO;
1FATBLUMIN%BL35;ZAPATILLA CON STRASS;UN;CALZADO;
1FATBLUMIN%BL36;ZAPATILLA CON STRASS;UN;CALZADO;
1FATBLUMIN%BL37;ZAPATILLA CON STRASS;UN;CALZADO;
1FATBLUMIN%BL38;ZAPATILLA CON STRASS;UN;CALZADO;
1FATBLUMIN%BL39;ZAPATILLA CON STRASS;UN;CALZADO;
1FATBLUMIN%BL40;ZAPATILLA CON STRASS;UN;CALZADO;
1FATBLYNX%NG35;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%NG36;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%NG37;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%NG38;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%NG39;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%NG40;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%NG41;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%OP35;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%OP36;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%OP37;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%OP38;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%OP39;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%OP40;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBLYNX%OP41;ZAPATILLA CON DOBLE CAPELLADA;UN;CALZADO;
1FATBMAURE%OP35;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBMAURE%OP36;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBMAURE%OP37;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBMAURE%OP38;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBMAURE%OP39;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBMAURE%OP40;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBMAURE%OP41;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBPARY%OP35;ZAPATILLA DE GLITTER;UN;CALZADO;
1FATBPARY%OP36;ZAPATILLA DE GLITTER;UN;CALZADO;
1FATBPARY%OP37;ZAPATILLA DE GLITTER;UN;CALZADO;
1FATBPARY%OP38;ZAPATILLA DE GLITTER;UN;CALZADO;
1FATBPARY%OP39;ZAPATILLA DE GLITTER;UN;CALZADO;
1FATBPARY%OP40;ZAPATILLA DE GLITTER;UN;CALZADO;
1FATBPIUR%BL35;ZAPATILLA CON HOT FIX;UN;CALZADO;
1FATBPIUR%BL36;ZAPATILLA CON HOT FIX;UN;CALZADO;
1FATBPIUR%BL37;ZAPATILLA CON HOT FIX;UN;CALZADO;
1FATBPIUR%BL38;ZAPATILLA CON HOT FIX;UN;CALZADO;
1FATBPIUR%BL39;ZAPATILLA CON HOT FIX;UN;CALZADO;
1FATBPIUR%BL40;ZAPATILLA CON HOT FIX;UN;CALZADO;
1FATBPIUR%BL41;ZAPATILLA CON HOT FIX;UN;CALZADO;
1FATBPUGLIA%NG35;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%NG36;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%NG37;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%NG38;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%NG39;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%NG40;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%OP35;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%OP36;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%OP37;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%OP38;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%OP39;ZAPATILLA GLITTER;UN;CALZADO;
1FATBPUGLIA%OP40;ZAPATILLA GLITTER;UN;CALZADO;
1FATBSOLT%OP35;ZAPATILLA  GLITTER CORDONERA CON TACHAS;UN;CALZADO;
1FATBSOLT%OP36;ZAPATILLA  GLITTER CORDONERA CON TACHAS;UN;CALZADO;
1FATBSOLT%OP37;ZAPATILLA  GLITTER CORDONERA CON TACHAS;UN;CALZADO;
1FATBSOLT%OP38;ZAPATILLA  GLITTER CORDONERA CON TACHAS;UN;CALZADO;
1FATBSOLT%OP39;ZAPATILLA  GLITTER CORDONERA CON TACHAS;UN;CALZADO;
1FATBSOLT%OP40;ZAPATILLA  GLITTER CORDONERA CON TACHAS;UN;CALZADO;
1FATBTIGA%OP35;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBTIGA%OP36;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBTIGA%OP37;ZAPATILLA CON GLITTER;UN;CALZADO;
1FATBTIGA%OP38;ZAPATILLA CON GLITTER;UN;CALZADO;
